,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
2344,N#CC(=NNc1ccccc1)C#N,,,-0.310699476,
2345,Clc1nc(Cl)nc(Cl)n1,,,-0.044531471,
2346,OC(c1ccc(cc1)c2ccccc2)C(=O)c3ccc(cc3)c4ccccc4,,,-1.622311274,
2347,Oc1ccc(cc1)C=C2CCCC(=Cc3ccc(O)cc3)C2=O,,,-3.486233478,
2348,C\C=C\C1=CC(=O)[C@H](O)[C@H]1O,,,-2.886958609,-0.42832076
2349,COc1cc2OC[C@H]3Oc4c(CCC(C)C)c(O)ccc4C(=O)[C@H]3c2cc1OC,,,-1.99832038,
2350,CC1=CC(=O)c2ccccc2C1=O,,,0.086426364,
2351,N#CSC=CSC#N,,,-0.698070007,-0.038971514
2352,Oc1ccc(cc1)N=Nc2ccc(Cl)cc2,,,-0.876459712,
2353,Oc1ccccc1Cc2ccccc2O,,,-0.840526284,
2354,O=C\1C=Cc2ccccc2C1=N/Nc3ccccc3,,,-0.781209421,
2355,OC(=O)c1ccc(Cl)cc1Nc2ccccc2,,,-1.615741442,
2356,CCCC/C=C/C(N)=O,,,-1.656785224,
2357,CCCC\C=C/C(N)=O,,,-0.066068749,
2359,Clc1ccc(cc1)C(=O)OC(=O)c2ccc(Cl)cc2,,,-1.589187993,
2360,CC\C=C/C(N)=O,,,-0.484338481,
2361,CC\C=C\C(N)=O,,,-1.907584355,
2362,O=C(C=[P](c1ccccc1)(c2ccccc2)c3ccccc3)c4ccccc4,,,-0.718962843,
2363,Cc1cc(C)c(O)c(c1)N=Nc2ccc(cc2)C(C)=O,,,-0.41352337,
2364,c1cc(cc(c1)Cl)C=C(C(=O)O)Br,,,-0.339838257,
2365,COc1c(c(cc(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-1.326752675,
2366,C1c2ccccc2c3ccccc13,,,0.149132746,
2367,O=C1CCCCCCCCCCCCCCN1,,,0.143056052,
2368,Cc1ccc(O)c(c1)N=Nc2ccccc2,,,-0.076849601,
2369,COC1=CC(=O)C(=C2OC(=CC=C12)c3ccccc3)C,,,-1.685001954,
2370,C(=CC=CC=Cc1ccccc1)C=CC=Cc2ccccc2,,,-3.357021106,
2373,Oc1ccc(cc1)N=Nc2ccc(cc2)[N+]([O-])=O,,,-1.924984809,
2374,CC(=O)c1cccc(c1)N=Nc2cc(ccc2O)c3ccccc3,,,-0.771634878,
2375,CCC(C)(C)c1ccc(O)c(c1)N=Nc2ccc(cc2)C(C)=O,,,-0.476427265,
2376,BrC(c1ccccc1)(c2ccccc2)c3ccccc3,,,0.029586852,
2377,COc1cc(c(c(c1OC)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-0.917901574,
2378,Oc1ccc(cc1)N=Nc2cccc(Cl)c2,,,-0.618733559,
2379,OC1(N(CCBr)C(=O)c2ccccc12)c3ccccc3,,,-1.624649091,
2380,NC(=O)C(O)c1cccc(Cl)c1,,,-2.946382076,
2381,O=C1CCCCCCCCCCCCN1,,,-1.329362948,
2382,OC(=O)CC(O)=O,,,-3.928660027,
2383,CC2(C)COP(=O)(NCCNP1(=O)OCC(C)(C)CO1)OC2,,,-3.150861982,
2384,O/N=C(/c1ccccc1)C(=O)c2ccccc2,,,-0.194327676,
2386,c1ccc2C#CC#Cc3ccccc3C#CC#Cc2c1,,,-1.616797483,
2387,O=C(OCC(C)C)[C@@H](O)[C@H](O)C(=O)OCC(C)C,,,-0.24585023,
2388,O=C(c1ccccc1)c2cccc3c(cccc23)C(=O)c4ccccc4,,,-1.429002933,
2390,CCOC(=O)C(=NNc1cccc(Br)c1)C#N,,,-1.607385594,
2391,C1C2CC3CC1CC(C2)C3,,,-0.83006313,0.246296012
2392,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,,,-0.476208277,
2393,CCCCCC(CC)=NNC(N)=O,,,-0.469843114,
2394,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-0.482089511,
2395,[O-][N+](=O)c1cc(c(ON=C(c2ccccc2)c3ccccc3)c(c1)[N+]([O-])=O)[N+]([O-])=O,,,-0.870645408,
2396,Cl[P](Cl)(Cl)=N[S](=O)(=O)c1ccc2ccccc2c1,,,-0.778874472,
2397,CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,,,0.138636039,
2398,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,,,-2.368988937,
2399,O=C1CCCc2c1[nH]c3ccccc23,,,-0.768892997,
2400,C[P](=O)(c1ccccc1)c2ccccc2,,,-0.17839989,
2401,Cl[P]1(=N[P](=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)(Cl)Cl)Cl,,,-0.392769265,
2402,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,,,-1.602648604,
2403,C\C(=C/C(O)=O)c1ccccc1,,,0.015786616,
2404,C\C(=C\C(O)=O)c1ccccc1,,,-0.372644955,
2405,CC1(C)C2CC[C@@]1(C)C(=O)\C2=C(/O)c3ccccc3,,,0.105388087,
2406,c1ccc(cc1)\C=C\c2ccccc2,,,-0.246766311,
2407,[N-]=[N+]=NC(=O)c1ccccc1,,,0.774785161,
2408,CCCC(=O)NNC(=O)CCCC(=O)O,,,-2.30102397,
2409,Cc1ccc(cc1)N=Nc2ccc(O)cc2,,,-0.907224384,
2410,CCCCCCCCCCCC(O)=O,,,0.910290571,0.481329133
2411,[O-][N+](=O)c1ccc(c2c1cccc2[N+]([O-])=O)[N+]([O-])=O,,,-1.515356338,
2412,Cc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,,,-2.295674141,
2413,CCCCCCC=CC(N)=O,,,0.512299784,
2414,Oc1ccc(cc1)C(O)(c2ccccc2)c3ccccc3,,,-1.61750544,
2416,CCC12SC3SC(S1)SC(CC)(S3)S2,,,-1.3318306,
2417,CCCCCCCCCCCCCCCCCC(O)=O,,,-1.131340971,-0.98281575
2418,CCCCCCCCC(C(O)=O)C(O)=O,,,-3.271932299,
2419,Clc1ccc2c3ccccc3C(=O)c4cccc1c24,,,-1.360352472,
2420,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,,,-1.700971947,
2421,O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,,,-1.057741262,
2422,O[C@H]1C=Cc2ccccc2[C@@H]1O,,,-1.778654954,
2423,OC1=C(CCCC2CCCCC2)C(=O)c3ccccc3C1=O,,,-0.655228685,
2424,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,,,-2.025217553,
2425,CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,,,-0.009360791,
2426,OC1=C(O)C(=O)CCC1,,,-1.028462801,
2427,CCCCCCCCCCCCC(=O)CCCCC(O)=O,,,-1.599833602,
2428,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,,,-0.349532325,
2429,Cc1cc(O)cc(O)c1C,,,-1.622435042,
2430,CCCC1(CCC)C(=O)NC(=O)NC1=O,,,-2.066774265,
2431,[O-][N+](=O)c1cccc2ccccc12,,,-0.324273039,
2432,Nc1ccc2c(Cc3cc(Br)ccc23)c1,,,-1.016759388,
2433,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,,,-0.554508694,
2434,CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,,,-1.723331411,
2435,Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,,0.464896151,
2436,CCOC(=O)\C=C(/C)NC(C)=O,,,-0.035717002,
2437,CCOC(=O)/C=C(/C)NC(C)=O,,,0.371768325,
2438,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,,,-0.773764165,
2439,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,,,-2.961194289,
2440,COc1cc2N3[C@H]4[C@@H]5[C@H](CC3=O)OCC=C6CN7CC[C@]4([C@@H]7C[C@H]56)c2cc1OC,,,-1.374156545,
2441,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,,,-1.768599812,
2442,Oc1cccc(c1)[N+]([O-])=O,,,-0.748909792,
2443,c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,,,-2.08450955,
2444,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,,,-1.279463121,
2445,CC(=O)Nc1ccc(O)cc1,,,-1.908809846,
2446,Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,,,-1.789426964,
2447,OC(C(O)=O)c1cccc(Cl)c1,,,-1.837930711,
2448,C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,,,-0.211017704,
2449,[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,,,-3.164522971,
2450,OC(=O)c1ccccn1,,,-1.488236868,
2451,CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,,,0.685732139,
2452,CCCOCN1C(=O)c2ccccc2C1=O,,,0.057020215,
2453,OC(=O)c1ccccc1[N+]([O-])=O,,,-1.78259426,
2454,CC(C)(CO)CO,,,-0.568645966,
2455,Cl[C@H]1[C@H](Cl)[C@@H](Cl)c2ccccc2[C@@H]1Cl,,,-0.282011262,
2456,CSCC12CSCC(C1)C(=CC2=O)C,,,0.233182798,
2457,OC(=O)c1occc1,,,-0.97019916,
2458,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,,,-0.779675607,
2459,Cc1ccc(cc1)C(=O)C=Cc2ccccc2,,,0.34222424,
2460,OOC(=O)c1ccc(Cl)cc1,,,-0.908580662,
2461,CC\C(=C/C(O)=O)c1ccccc1,,,0.344821243,
2462,CC\C(=C\C(O)=O)c1ccccc1,,,0.028899692,
2463,Brc1ccc(Br)cc1,,,0.494044405,
2464,c1ccc(cc1)c2cc(cc(c2)c3ccccc3)c4ccccc4,,,-0.286505123,
2465,CCCCC(CCCC)(CCCC)C(=O)NO,,,-1.119177956,
2466,c1ccc2c(c1)c3c4cccc5cccc(c45)c6c7ccccc7c8c9cccc%10cccc(c9%10)c2c8c36,,,-1.408933126,
2467,N#C/C(c1ccccc1)=N(=O)/c2cccc(Cl)c2,,,-0.774933372,
2468,CCCCCCCCCCCCCC(O)=O,,,0.049238397,-0.262381779
2469,OC(=O)c1ccc(Br)cc1,,,-2.769211002,
2470,[O-][N+](=O)c1ccc(N/N=C/c2ccc(I)cc2)c(c1)[N+]([O-])=O,,,-3.035264331,
2471,Nc1ccc(cc1)[N+]([O-])=O,,,-1.415999566,
2472,[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,,,-0.595103096,
2473,Cl[P]1(=N[P](=N[P](=N1)(Cl)Cl)(Cl)Cl)Cl,,,-0.108690891,
2474,CCCCCCCC\C=C/C(N)=O,,,-0.175447737,
2475,CCCCCCCC/C=C/C(N)=O,,,-1.843522888,
2476,[O-][N+](=O)c1ccc(Oc2c(cc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,,,-1.930035861,
2477,COC1=C(C)C(=O)C=C2OC(=CC=C12)c3ccccc3,,,-1.881296599,
2478,OC(=O)C(O)(CCl)c1ccccc1,,,-1.770899639,
2479,CC[C@]1(NC(=O)NC1=O)c2ccccc2,,,-3.009085289,
2480,OC(=O)[C@@H]1c2ccccc2[C@@H](C(=O)c3ccccc3)c4ccccc14,,,-1.641298242,
2481,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,,,-0.51638858,
2482,[O-][N+](=O)c1ccc(Nc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c(c1)[N+]([O-])=O,,,-2.095440049,
2483,CCOC(=O)c1ccc(NC(C)=O)cc1C,,,-0.703420946,
2484,[nH]1c2ccccc2c3ccccc13,,,-1.435660101,
2485,CCC(C(O)=O)C(O)=O,,,-3.002360051,
2486,Cc1cc(C)cc(c1)C(O)=O,,,-0.862736204,
2487,[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-1.771309128,
2488,CCCCCCC(C(O)=O)C(O)=O,,,-1.846449466,
2489,Oc1ccc(cc1)N=Nc2ccccc2Cl,,,-0.24525747,
2490,CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C,,,-1.364140502,
2491,CCC1CCCCC1OC(=O)c2ccccc2C(=O)O,,,-0.156504393,
2492,Oc1ccc(cc1Cl)N=Nc2ccccc2,,,-0.063451727,
2493,COc1ccccc1C(/C)=C\C(O)=O,,,-0.427467058,
2494,C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2,,,-3.713825025,
2495,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,,,-1.098639112,
2496,Cc1ncc(n1CCO)[N+]([O-])=O,,,-0.187076494,
2497,Nc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,,,-3.364999561,
2498,Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,,,-3.334529936,
2499,CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,,,-0.52151522,
2500,CCc1ccc(O)cc1O,,,-1.138024757,
2501,C[C@@H](C(O)=O)c1cccc2ccccc12,,,0.331421669,
2503,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,,,-0.537254369,
2505,OC(=O)c1cccc(Br)c1,,,-1.129002803,
2506,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,,,-2.760288511,
2507,CCCC(C(O)=O)C(O)=O,,,-2.506270568,
2508,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,,,-0.520486677,
2509,NC(=O)C(Br)(Br)Cc1ccccc1,,,-1.009995901,
2510,COc1ccccc1N=Nc2ccc(O)cc2,,,-1.374513995,
2511,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,,,-1.088125655,
2512,OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,,,-2.369076072,
2513,OC(=O)\C=C/C(O)=O,,,-2.742015861,
2514,OC(=O)\C=C\c1ccccc1,,,-1.056790548,
2515,c1ccc2c(c1)ccc3c4ccccc4ccc23,,,-1.769556786,
2516,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,,,-1.251793355,
2517,COc1ccc(cc1)N=Nc2ccc(O)cc2,,,-1.095760394,
2518,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,,,-0.508019325,
2519,N1c2ccccc2Sc3ccccc13,,,-0.812316622,
2520,OC(=O)CCCCCC(O)=O,,,-2.963223993,
2521,CN1C(=O)CC(C1=O)c2ccccc2,,,0.665550839,
2522,CCCCCCCCCCCC(C(O)=O)C(O)=O,,,-3.326703008,
2523,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,,,-2.126571704,
2524,OC(=O)c1ccccc1,,,-0.12610793,
2525,Oc1cccc(O)c1O,,,-2.237086256,
2526,Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,,,-1.657591748,
2527,CCCCCCCC=NNC(N)=O,,,-0.23841898,
2528,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,,,-1.955109128,
2529,O=C1CCCCCCCCCN1,,,-1.076283953,
2530,O=C(c1ccccc1)C(=O)c2ccccc2,,,0.390657296,
2531,[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,,,-0.498644836,
2532,ClCCN(CCCl)c1ccc2ccccc2c1,,,0.474653884,
2533,CN(C)c1ccc(cc1)C(=NC(=O)c2ccccc2)c3ccc(cc3)N(C)C,,,-1.603796042,
2534,OC(C=CC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,,,-3.398479204,
2536,Nc1cccc(c1)[N+]([O-])=O,,,-0.807836975,
2537,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,,,-0.730469196,
2538,c1ccc(cc1)c2ccc(cc2)c3ccccc3,,,-1.244122266,
2539,[O-][N+](=O)c1cc(c(c(c1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-1.109455147,
2540,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,,,-2.499875251,
2541,CCc1c(N=Nc2ccccc2O)c(O)cc(C)c1c3ccccc3,,,0.477141134,
2542,OC(=O)c1ccc(Cl)cc1,,,-2.470429908,
2543,OC(CCC(O)(c1ccccc1)c2ccccc2)(c3ccccc3)c4ccccc4,,,-3.109489168,
2544,OC(=O)c1ccccc1Br,,,-1.265213368,
2545,CC1(C)C2CC[C@@]1(C)C(C2)N=Cc3ccccc3,,,-1.080538556,
2546,O=C1CCCCN1,,,0.90774067,
2547,CCOC(=O)C(=NNc1ccccc1[N+]([O-])=O)C#N,,,-0.498903775,
2548,CCOc1nc2nc(Cl)nc(Cl)c2n1C,,,-0.392844623,
2549,c1(ccc(cc1)/C(=C\C(=O)O)/C)C,,,-0.231656761,
2550,Cc1ccc(cc1)C(/C)=C/C(O)=O,,,-0.88856542,
2551,[O-][N+](=O)c1cc(c(C(=O)N=[N+]=[N-])c(c1)[N+]([O-])=O)[N+]([O-])=O,,,-1.507943623,
2552,O=C1CCCCCCCN1,,,0.365336625,
2553,C1c2ccccc2c3c1c4c(Cc5ccccc45)c6c3Cc7ccccc67,,,-2.978281988,
2554,OC(=O)c1ccccc1O,,,-1.307759578,
2555,OC(=O)c1ccccc1C(=O)c2ccc(O)cc2,,,-3.301444352,
2556,Cc1cc(ccc1O)N=Nc2ccccc2,,,-0.497967732,
2557,O=C1c2ccccc2c3ccccc13,,,0.519243772,
2558,CCOc1ccc2nc3cc(ccc3c(Cl)c2c1)[N+]([O-])=O,,,-1.70288556,
2559,OCCSCCO,,,-1.115140672,
2560,CN(C)c1ccc(cc1)c2ccc(cc2)N(C)C,,,-1.079810517,
2561,Oc1ccc(cc1)C=C2CCC(=Cc3ccc(O)cc3)C2=O,,,-3.465879329,
2562,CCCCCCCC(C(O)=O)C(O)=O,,,-2.401017236,
2563,OC(=O)c1cc(nc2ccccc12)c3ccccc3,,,-3.030918291,
2565,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,,,0.322319043,
2566,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,,,-2.141130509,
2567,Cc1c(cc(c(O)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-0.313006034,
2568,OC(=O)c1c2ccccc2c(c3ccccc3)c4c(c5ccccc5)c6ccccc6c(c7ccccc7)c14,,,-3.523396116,
2569,Cl[S](=O)(=O)c1ccc2c(c1)cc(cc2[S](Cl)(=O)=O)[S](Cl)(=O)=O,,,-0.654767962,
2570,Cc1ccc(C)c(c1[N+]([O-])=O)[N+]([O-])=O,,,-0.116525836,
2571,OC(=O)/C=C/c1occc1,,,-1.083361151,
2572,OC(=O)C=Cc1occc1,,,-1.005719859,
2573,Oc1c(Br)cc(Br)c2cccnc12,,,-0.879315266,
2574,c1ccc2c(c1)cccc2c3cccc4ccccc34,,,-0.568637943,
2575,C(C=CC=Cc1ccccc1)=CC=Cc2ccccc2,,,-2.333049073,
2576,CC(C(O)=O)C(O)=O,,,-3.652584084,
2577,Cc1cc(c(C)c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,,-0.984365267,
2578,C1=C(C(=CC2=C1OCCC2(C(=O)C3=CC=C4C(=C3O[H])C[C@@H](O4)C(C)C)[H])OC)OC,,,-0.407255773,
2579,Cc1ccc(cc1)[N+]([O-])=O,,,0.91133309,
2580,COC(=O)[C@H]1[C@H](C[C@@H]2CC[C@H]1N2C)OC(=O)c3ccccc3,,,0.460548654,
2581,CCCCc1c(O)cc(C)cc1O,,,-1.026130102,
2582,Oc1ccccc1C(=O)Oc2ccccc2,,,0.558928709,
2583,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,,,-2.162492797,
2584,COC(C)C(NC(=O)c1ccccc1)C(O)=O,,,-0.445796448,
2585,Cc1c(O)cccc1O,,,-1.144457574,
2586,c1ccc(cc1)c2ccccc2,,,0.732112358,
2587,[O-][N+](=O)c1cccc2c1cccc2[N+]([O-])=O,,,-1.815363959,
2588,OC[P]1(=O)Oc2ccccc2c3ccccc13,,,-2.164161321,
2589,COc1ccc(cc1OC)C(=O)N2CCN(CC2)c3ccc4NC(=O)CCc4c3,,,-3.789551538,
2590,Cc1ccc2[nH]c(Nc3ccccc3)nc2c1,,,-2.327158636,
2591,Cc1ccccc1C(O)=O,,,-0.138627526,
2592,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,,,0.215501725,
2593,CN(C)c1ccc(cc1)C(=Nc2ccccc2N)c3ccc(cc3)N(C)C,,,-1.139498852,
2594,CN(C)C1=CC=C(C=C1)N=C=NC1=CC=C(C=C1)N(C)C,,,,-0.400578187
2595,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1)C1=CC=CC=C1,,,,-3.500180194
2596,OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl,,,,0.394826213
2597,[H]C1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1([H])C2=C(C(O)=CC=C2)C(=O)C2=C1C=C(CO)C=C2O,,,,-1.221572041
2598,OC(=O)C1=CC=CC(=C1)N(=O)=O,,,,0.444041636
2599,CN(C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,,,,0.243700949
2600,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O,,,,-0.468519224
2601,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OP([H])(O)=O,,,,-2.827756863
2602,NC(=O)C1=CC(=CC=C1)S(N)(=O)=O,,,,-0.921291877
2603,NC1=CC=C(C=C1)C(O)=O,,,,0.337495442
2604,[H][C@]12C[C@H](O)[C@H](C)[C@@]1([H])[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC,,,,-2.318227789
2605,CC1=NC2=CC=CC(N3CCN(CCC4=CC(=CC=C4)N4CCNC4=O)CC3)=C2C=C1,,,,-2.016550754
2606,CCOC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,,,,-1.436150825
2608,OC(=O)C1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,,,,-1.963880817
2609,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,,,,-3.605907144
2610,ClC1=C(Cl)C(Cl)=C(Cl)C2=C1C(=O)OC2=O,,,,-1.069979767
2611,O=N(=O)C1=CC=CC2=CC=CC(=C12)N(=O)=O,,,,-0.598639258
2612,O=C(NC1=CC=C(NC(=O)C2=CN=CC=N2)C=C1)C1=CN=CC=N1,,,,-3.505570497
2613,[H][C@@](C)(CC\C=C(/C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,,,,-0.826522497
2614,C1=CC2=C3C(C=CC4=C3C(C=C2)=CC=C4)=C1,,,,-0.420205667
2615,C[C@H]1CC[C@@H](CC1)N1C2=NC(NC3=NC4=C(CN(CC4)C(=O)CO)C=C3)=NC=C2C2=C1C=NC=C2,,,,-2.673538801
2616,O=C(OCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,,,,-0.25853527
2617,OCC1=CC(=O)C(O)=CO1,,,,-2.84400061
2618,O=N(=O)C1=CC2=C(C(=CC=C2)N(=O)=O)C(=C1)N(=O)=O,,,,-1.021978059
2619,OP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,,,,-2.036797563
2620,CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,,,,-1.116359437
2621,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,,,,-1.547708045
2622,CCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,,,,-2.292959938
2623,CC1=CC=C(C(O)=O)C(C)=C1,,,,-0.085996242
2624,CC1=CC=CC=C1NC(N)=O,,,,-1.55336281
2625,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(OC(=O)[C@@H]2C)O4,,,,-0.940910623
2626,C[C@H]1CC[C@H](CC1)C(N)=O,,,,-0.902822505
2627,ClC1=CC=CC2=C1C(=O)C1=CC=CC=C1C2=O,,,,-1.143884926
2628,CO[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,,,,-1.540262719
2629,[H][C@]12CCC(=C)[C@@H](C\C=C3/C(O)COC3=O)[C@]1(C)CC[C@@H](O)[C@@]2(C)CO,,,,-1.886057124
2630,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1([H])C=C[C@@H]2O,,,,-2.348157253
2631,CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,,,,-0.998411194
2632,NC(=O)OCC1=CC(=NO1)C1=CC=C(OCC2=CC=CC=C2)C=C1,,,,-1.116543475
2633,CC(=O)OC1=CC=CC=C1C(O)=O,,,,0.075176197
2634,O=C(NC1=CN=C(NC(=O)C2=CC=CC=C2)C=N1)C1=CC=CC=C1,,,,-2.900824399
2635,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C(F)=C1)C1=CC=C(CNCC2=CN=NN2)C=C1,,,,-2.64193097
2636,ClC1=CC2=C(C=C1)C(=O)OC2=O,,,,0.588575421
2637,CCCCCCCCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCCCCCCCC)C=C12,,,,-2.045757491
2638,ON=C1C(=O)C=CC2=C1C=CC=C2,,,,-0.244127212
2639,[H][C@@]12COC(=O)[C@@]1([H])CC1=CC(OC)=C(O)C=C1[C@H]2C1=CC=C(O)C(OC)=C1,,,,-0.949847239
2640,COC1=CC=C(C=C1)C(=O)C(\CC(O)=O)=C\C1=CC=CC=C1,,,,0.042893053
2641,[H][C@@](CC1=CC=CC=C1)(NC(C)=O)C(O)=O,,,,-0.69945019
2642,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC,,,,-1.284407192
2643,CCOC(=O)C1=C(C)OC2=CC3=C(OC(C)=C3C(=O)OCC)C=C12,,,,-2.267606191
2644,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,,,,-2.364156497
2645,COC1=C(OC(C)C)C=CC(=C1)C(=O)N1CCC2(CC1)N(C)CCN1C(=CC=C21)C(F)(F)F,,,,0.031035392
